Id,Neighborhood,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,TotalBsmtSF,GrLivArea,FullBath,BedroomAbvGr,GarageCars,PoolArea,MiscVal,LotArea,SaleCondition,Alley,SalePrice
498,NorthAmes,1Fam,2Story,6,7,1946,1215.0,1147,1,4,2.0,0.0,0.0,7367.0,Normal,,271120
307,NorthAmes,1Fam,1Story,4,5,1917,,1606,2,3,2.0,,0.0,15349.0,Normal,,241185
434,OldTown,TwnhsE,1Story,7,3,1986,965.0,1457,2,3,3.0,0.0,0.0,11600.0,Normal,,334703
670,Edwards,1Fam,1Story,9,2,1977,672.0,1686,2,3,1.0,0.0,0.0,13985.0,Normal,,364266
600,NWAmes,1Fam,1Story,3,5,1977,647.0,1827,2,4,2.0,0.0,0.0,9785.0,Normal,,265326
372,NWAmes,TwnhsE,1.5Fin,8,8,1914,747.0,1414,3,2,2.0,0.0,0.0,10394.0,Family,,283146
1422,NorthAmes,1Fam,SFoyer,4,1,1969,1477.0,1798,1,5,2.0,0.0,0.0,13852.0,Normal,,301038
1213,NridgHt,1Fam,1Story,5,4,1924,1055.0,1699,1,3,,0.0,0.0,5657.0,Normal,,282576
1085,Somerst,1Fam,SLvl,8,7,1995,,1938,2,4,2.0,0.0,0.0,9808.0,Normal,,393859
193,Edwards,1Fam,1Story,1,8,1922,690.0,1848,1,4,,0.0,0.0,9018.0,Normal,,187430
1111,Mitchel,TwnhsE,2Story,4,8,1907,1018.0,1760,1,3,2.0,0.0,0.0,7366.0,Normal,,256066
1098,NorthAmes,1Fam,1Story,2,3,1909,1439.0,1584,2,5,2.0,0.0,0.0,2983.0,Normal,,231310
927,NorthAmes,1Fam,1Story,5,3,1903,871.0,1728,2,2,2.0,0.0,0.0,6127.0,Normal,,270932
64,Mitchel,1Fam,1Story,5,10,2012,1426.0,1853,2,4,2.0,0.0,0.0,4455.0,Normal,,348654
708,Somerst,1Fam,SFoyer,7,6,1995,1050.0,1642,1,3,3.0,0.0,0.0,19484.0,Normal,,304090
1147,OldTown,1Fam,1Story,4,3,2006,1469.0,1351,2,3,3.0,0.0,0.0,4683.0,Normal,,280204
1204,Gilbert,1Fam,1.5Fin,6,10,1905,874.0,1909,1,6,1.0,0.0,0.0,10632.0,Normal,,288855
940,Somerst,1Fam,2Story,8,4,1934,1896.0,857,1,1,1.0,0.0,0.0,6111.0,Normal,Grvl,299703
909,NridgHt,1Fam,1Story,5,2,1981,483.0,1824,2,4,2.0,0.0,0.0,11189.0,Abnorml,,319862
275,NorthAmes,1Fam,2Story,8,4,2018,1923.0,1203,1,3,0.0,0.0,0.0,4960.0,Normal,,329968
1376,CollgCr,1Fam,1.5Fin,7,2,1996,1412.0,1136,2,4,2.0,0.0,0.0,7297.0,Normal,,310238
669,CollgCr,TwnhsE,1Story,8,3,2022,1193.0,1406,2,3,2.0,0.0,0.0,2152.0,Normal,,351277
1378,NridgHt,1Fam,1Story,7,1,1918,1302.0,1232,2,4,4.0,0.0,0.0,13628.0,Normal,,316622
199,NridgHt,1Fam,1Story,1,10,1939,945.0,1705,2,3,2.0,0.0,,8342.0,Normal,,185372
454,NridgHt,TwnhsE,1Story,7,5,1934,83.0,1238,2,3,3.0,0.0,0.0,10425.0,Normal,,257372
340,Mitchel,TwnhsE,2Story,6,3,2003,814.0,1416,2,2,3.0,0.0,0.0,6112.0,Normal,,303611
1037,NridgHt,1Fam,2Story,6,4,1937,891.0,1890,2,3,2.0,0.0,0.0,4390.0,AdjLand,,327010
890,Mitchel,1Fam,2Story,8,9,1988,717.0,1914,2,4,2.0,0.0,0.0,14105.0,Normal,,353932
272,Sawyer,1Fam,1Story,4,9,2009,1352.0,2178,1,4,2.0,0.0,0.0,3952.0,Normal,,336098
577,Edwards,1Fam,1.5Fin,7,8,1965,901.0,1746,1,3,2.0,0.0,0.0,9116.0,Abnorml,,316519
219,Somerst,1Fam,1Story,4,3,1967,499.0,1783,1,3,2.0,0.0,0.0,6357.0,Family,,253328
797,Edwards,1Fam,1Story,6,5,1941,616.0,1667,2,3,3.0,0.0,0.0,7944.0,Normal,,295928
1237,NridgHt,1Fam,1Story,3,9,1952,,1365,2,4,1.0,0.0,0.0,18748.0,Normal,,206468
428,OldTown,TwnhsE,2Story,3,3,1931,,1385,2,4,3.0,0.0,0.0,11418.0,Family,,245938
352,NridgHt,1Fam,1Story,9,6,1989,1038.0,2210,2,3,2.0,0.0,0.0,16944.0,Normal,,398442
1031,OldTown,1Fam,2Story,6,6,1917,1471.0,1689,1,4,3.0,,0.0,7124.0,Normal,,323670
1263,Sawyer,2fmCon,SFoyer,6,6,1918,1240.0,1858,2,2,3.0,0.0,0.0,10608.0,Normal,,335473
325,Somerst,1Fam,1Story,4,4,2002,1335.0,1567,2,2,2.0,0.0,0.0,4900.0,Normal,,266877
414,CollgCr,1Fam,1Story,7,10,2010,998.0,1700,3,4,2.0,,0.0,15349.0,Normal,,345631
1336,NorthAmes,1Fam,1Story,6,4,1908,318.0,1380,1,3,3.0,0.0,0.0,6846.0,Normal,,265555
1041,NridgHt,1Fam,SLvl,7,7,2007,1451.0,1216,1,5,,0.0,0.0,18806.0,Normal,Grvl,331938
695,CollgCr,1Fam,1.5Fin,5,1,1994,,1575,2,4,2.0,0.0,0.0,10900.0,Normal,,322406
1094,Gilbert,Duplex,2Story,5,5,2022,672.0,1523,1,4,3.0,0.0,0.0,8316.0,Normal,,294951
1484,Somerst,1Fam,1Story,6,6,1912,988.0,1615,1,4,2.0,0.0,0.0,6635.0,Normal,,279502
1156,Gilbert,1Fam,2Story,7,7,1988,1034.0,1841,2,5,,0.0,0.0,13425.0,Abnorml,,362276
290,NWAmes,1Fam,1Story,4,5,1944,,2036,2,3,1.0,0.0,0.0,5935.0,Normal,,297262
1170,NWAmes,1Fam,SLvl,10,7,1968,,1750,1,4,3.0,0.0,0.0,12415.0,Normal,,367701
1423,NridgHt,TwnhsE,1Story,7,8,1995,779.0,1422,2,4,2.0,0.0,0.0,6751.0,Normal,,306725
1006,Edwards,1Fam,2Story,7,4,1932,764.0,1169,2,4,2.0,0.0,0.0,9864.0,Normal,,258431
1005,Mitchel,1Fam,1Story,8,10,1941,903.0,1065,2,2,,0.0,0.0,11488.0,Normal,,273170
619,Somerst,1Fam,2Story,8,4,1955,823.0,500,2,4,2.0,0.0,0.0,10306.0,Alloca,Pave,236956
998,CollgCr,1Fam,1Story,4,2,1918,1008.0,1388,1,2,1.0,717.0,0.0,11163.0,Normal,,229077
278,Somerst,2fmCon,2Story,5,3,1977,228.0,1485,1,3,4.0,0.0,0.0,6002.0,Normal,,277752
1190,Sawyer,Twnhs,1Story,3,1,1908,,1744,2,2,2.0,0.0,,4993.0,Normal,Grvl,269071
862,Somerst,1Fam,1Story,8,1,2013,909.0,958,2,4,2.0,574.0,0.0,3797.0,Normal,Grvl,338350
237,OldTown,Duplex,2Story,8,5,2022,687.0,1078,0,4,2.0,,,2943.0,Partial,,325977
615,CollgCr,1Fam,SLvl,8,9,1977,1514.0,1796,1,4,2.0,0.0,0.0,27525.0,Normal,,383154
1331,Edwards,1Fam,SLvl,5,4,1947,632.0,818,1,5,1.0,0.0,0.0,17420.0,Normal,,186452
1476,NorthAmes,2fmCon,1Story,6,1,2009,,1542,2,1,2.0,0.0,0.0,,Normal,Grvl,310063
1398,OldTown,1Fam,SLvl,10,4,1918,1690.0,2189,2,3,2.0,0.0,0.0,4985.0,Normal,Pave,427215
1303,Somerst,1Fam,2Story,5,8,1986,728.0,1639,2,5,2.0,0.0,0.0,7424.0,Normal,,281595
209,Edwards,1Fam,1.5Fin,9,9,2022,1145.0,1446,2,4,3.0,0.0,0.0,10483.0,Normal,,366075
381,NWAmes,1Fam,2Story,5,3,1963,306.0,1885,2,3,0.0,0.0,0.0,5324.0,Normal,,286002
1248,NorthAmes,1Fam,2Story,6,3,1942,607.0,1039,1,4,1.0,0.0,0.0,5513.0,Normal,,231385
939,Mitchel,1Fam,1Story,8,2,1960,619.0,1325,2,3,2.0,0.0,0.0,9153.0,Partial,,338956
59,Somerst,1Fam,1Story,6,5,1960,1301.0,2097,3,4,2.0,0.0,0.0,9562.0,Normal,,349358
383,Edwards,Twnhs,1Story,7,9,1926,1314.0,1006,1,3,2.0,0.0,0.0,2801.0,Normal,,295581
375,Mitchel,1Fam,1Story,6,5,1945,,2024,1,3,2.0,,0.0,23779.0,Partial,,313515
430,Somerst,1Fam,1Story,8,3,1949,1107.0,2283,1,3,3.0,0.0,0.0,3363.0,Family,Grvl,406246
995,Mitchel,1Fam,1Story,8,4,1971,1669.0,997,1,3,2.0,,0.0,,Normal,,340782
1226,OldTown,1Fam,2Story,8,8,1975,704.0,1501,2,3,3.0,0.0,0.0,7593.0,Normal,,327955
742,Mitchel,1Fam,1Story,7,4,1990,1300.0,1733,1,2,2.0,620.0,0.0,4273.0,Normal,,343884
1236,OldTown,1Fam,2Story,5,8,2002,857.0,1287,2,1,2.0,0.0,0.0,18389.0,Normal,,247652
362,CollgCr,1Fam,1Story,8,8,1922,984.0,1824,2,2,2.0,0.0,0.0,17437.0,Normal,,361476
1080,NWAmes,1Fam,1Story,8,2,1968,990.0,2203,1,2,2.0,0.0,0.0,12395.0,Normal,,388156
465,Edwards,1Fam,1Story,5,8,2015,515.0,1722,1,4,4.0,0.0,0.0,7660.0,Abnorml,,342812
583,CollgCr,1Fam,1Story,7,10,1926,893.0,922,2,4,2.0,0.0,0.0,11118.0,Normal,,271663
1179,CollgCr,TwnhsE,2Story,7,2,1917,1408.0,1538,3,2,1.0,0.0,0.0,4942.0,Normal,,323914
842,NridgHt,1Fam,2Story,6,1,1988,809.0,1668,1,5,,0.0,0.0,11354.0,Normal,,315537
1068,NorthAmes,1Fam,2Story,5,1,1938,805.0,1760,1,4,2.0,0.0,,14478.0,Abnorml,,294880
234,NWAmes,1Fam,SFoyer,8,10,2018,1044.0,1378,2,4,2.0,0.0,0.0,5850.0,Alloca,,337881
1432,NWAmes,1Fam,1Story,5,2,2020,1412.0,1317,2,3,3.0,0.0,0.0,12183.0,Normal,,316369
197,Mitchel,1Fam,2Story,6,5,1917,1118.0,1099,1,2,2.0,0.0,0.0,5208.0,Normal,Pave,265730
665,Edwards,Twnhs,1Story,6,3,1926,701.0,2132,1,3,2.0,0.0,0.0,5673.0,Partial,,348949
1288,NridgHt,1Fam,SLvl,6,9,2007,,981,2,3,2.0,0.0,0.0,10446.0,Normal,,270589
82,Mitchel,1Fam,1Story,8,7,1919,1209.0,1959,3,2,3.0,,0.0,9687.0,Normal,,361913
1434,NridgHt,1Fam,SLvl,8,6,1917,1034.0,1882,2,3,4.0,0.0,0.0,6053.0,Partial,,384917
999,Edwards,1Fam,2Story,7,9,2000,1112.0,1816,2,3,2.0,0.0,0.0,6090.0,Normal,,379340
1430,CollgCr,1Fam,1Story,3,7,1909,1244.0,1894,1,3,2.0,0.0,0.0,7055.0,Family,,285663
112,NWAmes,1Fam,1Story,10,2,2021,985.0,874,2,3,1.0,0.0,0.0,7996.0,Normal,,323289
1305,OldTown,1Fam,2Story,6,7,2006,1688.0,1461,1,3,4.0,0.0,0.0,10596.0,Normal,,327633
807,Sawyer,1Fam,1.5Fin,7,3,2015,1239.0,1742,2,2,3.0,0.0,0.0,9054.0,Normal,,381459
1014,CollgCr,1Fam,2Story,7,5,1908,1336.0,1398,1,2,3.0,0.0,0.0,5741.0,Normal,,300967
1441,Gilbert,TwnhsE,SLvl,7,5,1903,993.0,1898,0,4,,0.0,0.0,11287.0,Normal,,364479
1294,Sawyer,1Fam,1Story,5,8,2003,1082.0,1129,1,2,2.0,402.0,0.0,12323.0,Alloca,,281777
675,NorthAmes,Twnhs,2Story,7,3,1930,737.0,1165,2,3,,0.0,0.0,4008.0,Normal,,259152
311,Mitchel,TwnhsE,1.5Fin,2,3,1989,1507.0,1306,1,3,2.0,,0.0,7267.0,Normal,,217420
612,Sawyer,1Fam,1Story,5,10,1944,1094.0,1434,2,3,1.0,0.0,0.0,7880.0,Normal,Pave,248905
923,CollgCr,Twnhs,2Story,6,6,2007,1331.0,1408,2,2,0.0,0.0,0.0,8660.0,Partial,,304851
918,Mitchel,2fmCon,2Story,6,9,2001,811.0,1636,3,3,2.0,0.0,0.0,8895.0,Normal,,297553
846,Edwards,Twnhs,2Story,6,3,2015,1194.0,1938,2,3,2.0,0.0,,10365.0,Normal,,354200
1134,NWAmes,1Fam,SFoyer,10,10,1970,1057.0,1624,2,4,1.0,0.0,0.0,10165.0,Normal,,382731
620,CollgCr,1Fam,1Story,3,7,1988,787.0,1423,1,4,2.0,0.0,0.0,9062.0,Normal,,232471
367,Somerst,TwnhsE,2Story,8,7,2008,1011.0,1913,2,3,2.0,0.0,11498.0,9063.0,Abnorml,,386641
698,NorthAmes,1Fam,1Story,5,3,1944,1271.0,1507,1,4,2.0,0.0,0.0,4334.0,Partial,,295688
1243,Mitchel,1Fam,2Story,8,10,1943,1387.0,1517,3,6,2.0,0.0,0.0,6058.0,Abnorml,,323729
426,Edwards,1Fam,1Story,6,7,1919,1176.0,1132,1,3,0.0,0.0,0.0,16063.0,Alloca,,260403
882,NridgHt,Duplex,1Story,10,3,2009,1314.0,1117,2,4,4.0,0.0,0.0,6214.0,Partial,Grvl,392229
830,Edwards,1Fam,2Story,6,8,2009,1243.0,1839,2,3,3.0,0.0,0.0,7038.0,Normal,,352899
1354,Gilbert,1Fam,SFoyer,6,10,1916,1253.0,1588,1,3,2.0,0.0,0.0,11844.0,Normal,,272696
1404,Sawyer,Duplex,SFoyer,2,6,2014,1138.0,1631,1,3,1.0,0.0,0.0,11608.0,Partial,,249697
650,Edwards,TwnhsE,2Story,9,4,1913,1509.0,842,2,2,1.0,0.0,0.0,11477.0,Normal,,296495
589,Gilbert,1Fam,1Story,5,3,1928,1516.0,1318,2,2,2.0,0.0,0.0,12273.0,Normal,,257513
1210,CollgCr,1Fam,1Story,8,1,1944,,2125,1,2,2.0,0.0,0.0,19434.0,Normal,,410826
1431,NorthAmes,1Fam,SFoyer,7,9,1929,343.0,1847,2,4,2.0,224.0,0.0,9449.0,Normal,,316828
783,Sawyer,2fmCon,1Story,7,4,1908,,1977,1,4,1.0,,0.0,9799.0,Normal,,355575
1310,Somerst,TwnhsE,2Story,9,1,2006,,1280,1,3,4.0,,0.0,10273.0,AdjLand,,389354
255,Sawyer,1Fam,SFoyer,7,7,1968,935.0,1704,1,3,2.0,0.0,0.0,3790.0,Normal,,324767
323,Somerst,1Fam,1.5Fin,1,8,1976,922.0,1410,0,3,2.0,0.0,0.0,5382.0,Normal,,210848
1115,Gilbert,Duplex,2Story,7,8,1983,488.0,1739,2,2,2.0,0.0,0.0,8736.0,Normal,,314670
429,NorthAmes,1Fam,1.5Fin,8,5,1903,971.0,1940,2,3,3.0,0.0,0.0,13755.0,Family,,368085
576,Sawyer,1Fam,1.5Fin,8,10,1959,738.0,1373,2,3,1.0,0.0,0.0,2682.0,Normal,,310583
1076,NridgHt,1Fam,1.5Fin,6,8,1957,1113.0,1055,1,2,3.0,0.0,0.0,6330.0,Normal,,279868
870,NridgHt,1Fam,1Story,7,8,1928,1166.0,1994,2,2,2.0,0.0,0.0,22139.0,Normal,,337432
355,NorthAmes,1Fam,1Story,10,9,1927,844.0,1900,2,5,3.0,0.0,905.0,8026.0,Family,,380477
1256,Mitchel,1Fam,2Story,6,10,1975,1254.0,1319,1,3,2.0,0.0,0.0,4425.0,Normal,,301092
87,Mitchel,1Fam,1Story,8,2,2013,1063.0,1570,1,3,2.0,0.0,0.0,12806.0,Normal,,330856
1451,NridgHt,TwnhsE,SLvl,7,4,1914,1070.0,1982,2,5,2.0,0.0,0.0,9456.0,Family,,332194
266,NWAmes,1Fam,2Story,3,8,2010,1325.0,1162,2,3,3.0,0.0,0.0,4342.0,Normal,,254011
288,Sawyer,1Fam,1Story,7,5,1920,1048.0,1199,3,3,2.0,0.0,0.0,,Normal,,258350
246,CollgCr,1Fam,2Story,6,2,1917,1657.0,1595,2,3,2.0,0.0,0.0,6855.0,Normal,,291920
439,NridgHt,1Fam,1Story,3,9,1967,550.0,1934,1,3,3.0,0.0,0.0,3457.0,Normal,,261340
1425,OldTown,1Fam,2Story,9,7,1947,961.0,1536,2,4,1.0,0.0,0.0,4805.0,Normal,,332931
1086,NorthAmes,1Fam,2Story,7,6,1958,1040.0,1249,2,3,2.0,0.0,0.0,10046.0,Abnorml,,276949
440,Sawyer,Twnhs,2Story,6,3,1992,1516.0,1539,1,3,2.0,,0.0,7881.0,Normal,,334169
757,Gilbert,Twnhs,2Story,10,7,1942,1215.0,1854,2,3,3.0,0.0,0.0,10369.0,Normal,,403982
222,NWAmes,1Fam,1Story,7,2,1982,874.0,1396,2,2,2.0,0.0,0.0,3185.0,Normal,,285390
114,Somerst,1Fam,1Story,6,5,1943,,1468,1,3,2.0,0.0,0.0,,Normal,,310569
591,CollgCr,1Fam,2Story,5,8,1911,1076.0,1630,1,3,1.0,0.0,0.0,8398.0,Normal,,268326
602,NridgHt,1Fam,SLvl,9,10,1917,372.0,1139,2,3,2.0,0.0,0.0,,Family,,287546
175,Edwards,1Fam,2Story,7,7,1968,729.0,2146,1,1,2.0,0.0,0.0,9305.0,Normal,,372149
553,NorthAmes,1Fam,2Story,7,7,2013,1202.0,1236,2,3,2.0,0.0,0.0,14528.0,Normal,,344933
382,NWAmes,TwnhsE,1.5Fin,8,6,1936,475.0,2146,3,1,2.0,0.0,0.0,6004.0,Family,,317993
1201,NridgHt,1Fam,1Story,8,8,1966,854.0,1654,2,3,,0.0,0.0,8626.0,Normal,,348862
19,Sawyer,1Fam,1Story,8,7,1954,1403.0,1090,1,4,1.0,0.0,0.0,5146.0,Normal,,296599
1191,Mitchel,1Fam,1Story,5,1,2003,1379.0,1093,2,3,2.0,0.0,0.0,8541.0,Normal,,276595
286,NorthAmes,1Fam,2Story,6,8,1910,1107.0,916,1,5,2.0,0.0,0.0,,Normal,,234750
1211,OldTown,TwnhsE,1Story,10,2,1912,900.0,1172,2,3,3.0,0.0,0.0,4350.0,Partial,,357431
747,NorthAmes,TwnhsE,SLvl,3,4,1919,825.0,1140,2,2,2.0,0.0,0.0,8896.0,Normal,,191742
1222,Gilbert,1Fam,1Story,4,7,1944,482.0,1297,1,3,,0.0,0.0,9460.0,Abnorml,,215893
32,Somerst,Twnhs,1Story,6,3,1978,,792,2,2,3.0,0.0,0.0,20458.0,Normal,,250857
1162,OldTown,1Fam,1.5Fin,6,10,1977,1473.0,1141,2,3,2.0,0.0,6972.0,25475.0,Normal,,307653
211,CollgCr,1Fam,1Story,6,9,1966,991.0,1942,2,4,4.0,0.0,0.0,10779.0,Partial,,355042
1000,NWAmes,1Fam,2Story,10,2,1917,1350.0,1636,2,4,2.0,0.0,0.0,10789.0,Abnorml,,373872
479,NorthAmes,1Fam,2Story,6,8,2006,586.0,1190,2,1,2.0,0.0,2869.0,37776.0,Normal,,265923
837,CollgCr,1Fam,2Story,3,6,1952,501.0,1700,2,4,2.0,0.0,0.0,17592.0,Normal,,228138
66,OldTown,TwnhsE,2Story,4,8,2016,875.0,1387,2,5,3.0,0.0,0.0,15964.0,Partial,,279723
963,NridgHt,1Fam,1.5Fin,4,3,1936,849.0,1692,2,2,3.0,0.0,0.0,8939.0,Normal,,272925
395,Edwards,1Fam,1Story,7,7,1915,1391.0,1464,2,3,2.0,0.0,0.0,14613.0,Normal,,325460
1193,CollgCr,1Fam,1Story,7,3,1983,830.0,1484,2,3,2.0,0.0,,5998.0,Normal,Pave,321677
189,CollgCr,TwnhsE,1Story,8,9,2009,1397.0,1613,2,4,4.0,,0.0,5306.0,Normal,,396166
1176,CollgCr,1Fam,SLvl,8,9,1942,,714,1,4,3.0,0.0,0.0,7042.0,Normal,,282240
967,NridgHt,1Fam,1Story,7,1,1945,372.0,1194,1,4,3.0,0.0,0.0,5777.0,Normal,,281661
635,NorthAmes,1Fam,2Story,6,8,1968,570.0,1358,2,3,2.0,,0.0,4885.0,Normal,,284309
494,Edwards,1Fam,2Story,8,4,1974,,1783,2,3,0.0,0.0,0.0,5267.0,Normal,,355676
1342,Sawyer,1Fam,1.5Fin,7,3,1989,366.0,893,2,4,2.0,0.0,0.0,,Normal,,273756
932,Sawyer,1Fam,2Story,6,5,1989,688.0,1092,1,5,2.0,0.0,0.0,20755.0,Normal,,290024
84,NWAmes,1Fam,1Story,7,8,1969,,1524,2,4,2.0,0.0,0.0,6253.0,Normal,,329091
694,NorthAmes,TwnhsE,SLvl,4,6,1924,767.0,954,1,4,3.0,0.0,0.0,11025.0,Normal,,211322
49,NridgHt,1Fam,1Story,6,2,1980,1375.0,1806,2,3,2.0,0.0,0.0,9622.0,Normal,,345966
1138,Gilbert,TwnhsE,1Story,5,1,1997,848.0,1876,2,3,2.0,0.0,0.0,4386.0,Normal,,321737
156,OldTown,1Fam,2Story,9,6,1972,1012.0,1381,1,4,1.0,0.0,0.0,5669.0,Normal,,341506
427,Edwards,1Fam,2Story,9,10,1908,1182.0,500,2,4,1.0,0.0,0.0,5001.0,Normal,,267326
1164,NorthAmes,1Fam,2Story,7,1,1935,1138.0,1120,1,2,3.0,0.0,0.0,,Normal,,287468
436,NorthAmes,1Fam,2Story,7,10,1936,1116.0,898,1,3,3.0,0.0,0.0,,Partial,,268873
1074,OldTown,1Fam,1Story,7,4,1948,1139.0,1479,2,3,1.0,0.0,0.0,4266.0,Partial,,296140
835,NorthAmes,TwnhsE,1Story,8,4,1936,706.0,1856,1,6,2.0,0.0,0.0,7963.0,Normal,Pave,355975
1256,Mitchel,1Fam,2Story,6,10,1975,1254.0,1319,1,3,2.0,0.0,0.0,4425.0,Normal,,301092
830,Edwards,1Fam,2Story,6,8,2009,1243.0,1839,2,3,3.0,0.0,0.0,7038.0,Normal,,352899
536,CollgCr,1Fam,1.5Fin,7,1,1959,892.0,2603,2,4,,0.0,0.0,8297.0,Normal,,375430
180,Edwards,1Fam,1.5Fin,8,4,1997,678.0,1327,1,4,2.0,0.0,0.0,31573.0,Normal,,322688
544,OldTown,1Fam,1Story,9,9,1941,973.0,1560,1,3,2.0,0.0,0.0,16660.0,Normal,,347390
1274,OldTown,Twnhs,2Story,10,9,1979,742.0,880,2,5,0.0,0.0,0.0,6917.0,Normal,,284967
632,NWAmes,TwnhsE,1Story,5,6,2022,1071.0,1507,2,4,3.0,0.0,0.0,17409.0,Normal,,326232
715,NWAmes,1Fam,1Story,2,9,1928,916.0,1311,2,5,2.0,0.0,0.0,7952.0,Family,,188965
844,Edwards,1Fam,1Story,5,5,1953,1641.0,1289,1,2,0.0,0.0,0.0,9810.0,Normal,,276977
364,Somerst,1Fam,1Story,6,2,1913,960.0,800,3,4,0.0,0.0,0.0,9905.0,Normal,,218405
1202,NridgHt,1Fam,1Story,5,2,1925,746.0,1936,1,4,2.0,0.0,0.0,6537.0,Normal,,300674
1224,OldTown,Twnhs,1Story,4,3,1946,1022.0,2092,1,3,2.0,0.0,0.0,9965.0,Normal,,314689
347,NorthAmes,1Fam,2Story,3,4,2019,827.0,2006,2,3,2.0,0.0,0.0,3928.0,Normal,,305111
819,NorthAmes,1Fam,2Story,4,4,1946,1538.0,1276,2,3,3.0,0.0,0.0,8443.0,Normal,,251981
535,Somerst,1Fam,1Story,7,10,1909,733.0,1924,2,3,2.0,0.0,0.0,5849.0,Normal,,312475
680,Mitchel,1Fam,SLvl,7,7,2009,,1502,1,4,2.0,0.0,0.0,15302.0,Normal,,361052
1321,NorthAmes,TwnhsE,1.5Fin,10,3,1943,749.0,1388,2,3,2.0,0.0,,8335.0,Normal,,342527
608,NorthAmes,1Fam,2Story,9,10,1921,1036.0,1755,2,5,0.0,0.0,,,Partial,,335358
1270,OldTown,1Fam,SFoyer,8,6,1998,1005.0,1421,1,6,2.0,,0.0,,Normal,,311102
942,Mitchel,1Fam,2Story,7,5,1923,988.0,2052,2,3,2.0,,11760.0,12534.0,Normal,,340928
244,Gilbert,1Fam,2Story,5,10,1913,988.0,1964,1,2,2.0,,0.0,12492.0,Normal,,284343
1486,NWAmes,TwnhsE,SLvl,7,4,2019,596.0,1115,2,2,2.0,0.0,,12916.0,Normal,,302665
1426,Gilbert,TwnhsE,1Story,7,5,2006,935.0,1600,1,3,1.0,0.0,0.0,3031.0,Normal,,318344
637,OldTown,1Fam,2Story,6,4,1920,1268.0,1540,1,3,,0.0,0.0,12229.0,Normal,,297184
1129,Edwards,1Fam,1Story,9,4,1959,,1322,1,4,2.0,0.0,0.0,7847.0,Normal,,321950
1186,NridgHt,1Fam,2Story,4,9,1955,531.0,1626,3,3,,,0.0,,Normal,Grvl,215121
1091,NridgHt,TwnhsE,1Story,3,2,1914,1561.0,1994,1,5,2.0,0.0,0.0,7818.0,Abnorml,,272110
1450,NWAmes,1Fam,1Story,4,6,1915,590.0,847,1,3,2.0,0.0,0.0,8189.0,Alloca,,175883
813,Edwards,1Fam,SFoyer,4,10,1998,969.0,1592,2,4,2.0,0.0,0.0,16705.0,Normal,,273527
309,CollgCr,1Fam,2Story,6,9,2016,635.0,867,1,4,2.0,0.0,0.0,10652.0,Normal,,259368
431,OldTown,Duplex,1.5Fin,5,7,1981,846.0,1008,0,2,3.0,0.0,0.0,4484.0,Normal,,245981
1102,CollgCr,1Fam,1Story,4,9,1934,945.0,1747,2,3,2.0,0.0,0.0,1904.0,Normal,,264700
399,NorthAmes,1Fam,1Story,4,10,1999,1125.0,1724,2,3,2.0,0.0,0.0,7652.0,Abnorml,,271496
424,CollgCr,1Fam,1Story,6,1,1978,715.0,1595,2,3,1.0,0.0,0.0,13171.0,Normal,Pave,293081
371,NridgHt,1Fam,2Story,8,10,1966,590.0,1057,2,3,1.0,0.0,0.0,8202.0,Normal,,304616
55,OldTown,1Fam,1Story,8,8,2009,1175.0,1409,1,3,2.0,0.0,0.0,13568.0,Normal,,365504
788,OldTown,1Fam,1Story,10,2,1938,1144.0,1399,2,4,2.0,,0.0,10194.0,Normal,,380036
1166,Sawyer,1Fam,SFoyer,10,4,1922,411.0,953,3,3,,0.0,0.0,27443.0,Alloca,,305997
994,NWAmes,1Fam,2Story,3,7,1943,981.0,2077,2,3,2.0,0.0,0.0,5761.0,Normal,,272275
313,Somerst,1Fam,1Story,5,3,1905,915.0,2144,2,5,1.0,0.0,0.0,12242.0,Abnorml,,274862
1341,Sawyer,1Fam,1.5Fin,5,2,1920,1124.0,1618,2,3,1.0,0.0,0.0,8780.0,Normal,,276100
592,OldTown,TwnhsE,1Story,8,9,2000,1451.0,1620,1,3,1.0,0.0,0.0,6381.0,Normal,,352600
110,Edwards,Twnhs,SLvl,2,3,1934,458.0,1399,1,4,2.0,0.0,0.0,7807.0,Normal,,167233
1089,Mitchel,1Fam,2Story,7,1,1938,865.0,1179,1,2,3.0,708.0,,7118.0,Normal,,289405
811,NridgHt,Duplex,SLvl,7,10,1991,615.0,1371,1,3,1.0,303.0,0.0,7380.0,Normal,,325128
101,NWAmes,1Fam,SLvl,7,1,2006,,1426,1,3,1.0,0.0,0.0,3993.0,Normal,,306490
483,Edwards,1Fam,SFoyer,9,7,2018,866.0,1249,1,1,2.0,0.0,0.0,3629.0,Normal,,363148
692,Edwards,1Fam,2Story,5,8,1928,1245.0,1684,2,6,2.0,0.0,0.0,14467.0,Normal,,276951
1405,CollgCr,1Fam,1Story,10,4,1972,890.0,893,2,5,2.0,,0.0,13333.0,Normal,,321137
267,Gilbert,1Fam,1Story,4,6,1924,788.0,2368,2,3,2.0,0.0,0.0,18328.0,Normal,,278000
701,CollgCr,1Fam,SFoyer,9,10,1988,771.0,2221,2,3,4.0,0.0,0.0,6239.0,Normal,,439667
297,OldTown,1Fam,1Story,5,7,1975,858.0,1372,2,4,2.0,0.0,0.0,12705.0,Normal,,257407
